2020-03-06, 2
2020-03-07, 0
2020-03-08, 4
2020-03-09, 7
2020-03-10, 14
2020-03-11, 19
2020-03-12, 23
2020-03-13, 29
2020-03-14, 39
2020-03-15, 56
2020-03-16, 74
2020-03-17, 97
2020-03-18, 119
2020-03-19, 146
2020-03-20, 195
2020-03-21, 226
2020-03-22, 259
2020-03-23, 301
2020-03-24, 358
2020-03-25, 419
